id	section	source_line	text	base_audio	selected_audio	literal_audio	term_context_audio	paraphrase_audio	status	datasets
src-94961e510097ad85	20260915新增	111	把录像分辨率设置为D1	0	0	0	0	0	缺音频	
src-f67fc824fc3d7596	20260915新增	112	把录像分辨率设置为720P	0	0	0	0	0	缺音频	
src-4e4fcd35ad41756a	20260915新增	113	把录像分辨率设置为1080P	0	0	0	0	0	缺音频	
src-56f045f70a5a326e	20260915新增	114	把录像分辨率设置为2K	0	0	0	0	0	缺音频	
src-5d31308b28188df4	20260915新增	115	把录像分辨率设置为4K	0	0	0	0	0	缺音频	
src-5d0d68ec122b1d5a	20260915新增	116	录像分辨率支持哪些	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-4c67c4f02d6bb9fe	20260915新增	117	当前录像分辨率是多少	0	0	0	0	0	缺音频	
src-da19ddc33c6aaace	20260915新增	120	把视频帧率设置为25	0	0	0	0	0	缺音频	
src-920bbcc5291ab293	20260915新增	121	把视频帧率设置为30	0	0	0	0	0	缺音频	
src-87a4091a85dc6664	20260915新增	122	视频帧率支持哪些	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-69b6df3a0810dc92	20260915新增	123	当前帧率是多少	0	0	0	0	0	缺音频	
src-95dd6931c8c54cfb	20260915新增	126	把视频编码格式设置为H.264	0	0	0	0	0	缺音频	
src-cd17a17914e2f235	20260915新增	127	把视频编码格式设置为H.265	0	0	0	0	0	缺音频	
src-2577132105f5ee72	20260915新增	128	支持哪些编码格式	0	0	0	0	0	缺音频	
src-2f9c9d06196de0b7	20260915新增	129	当前编码格式是什么	0	0	0	0	0	缺音频	
src-bed09fc4049641f0	20260915新增	132	把视频分段时长设置为5分钟	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-4a1de904abce2dad	20260915新增	133	把视频分段时长设置为10分钟	0	0	0	0	0	缺音频	
src-60425b247215173e	20260915新增	134	把视频分段时长设置为20分钟	0	0	0	0	0	缺音频	
src-0dcbcc45e52b0c6a	20260915新增	135	把视频分段时长设置为30分钟	0	0	0	0	0	缺音频	
src-065c6c1bc7d07f74	20260915新增	136	把视频分段时长设置为60分钟	0	0	0	0	0	缺音频	
src-54814ce23bbb9ee3	20260915新增	137	分段时长支持哪些	0	0	0	0	0	缺音频	
src-dde664751a9664b4	20260915新增	138	当前分段时长是多少	0	0	0	0	0	缺音频	
src-7ebf509efc9bcfef	20260915新增	141	把照片像素设置为8M	0	0	0	0	0	缺音频	
src-47cf1172d2364dfe	20260915新增	142	把照片像素设置为16M	0	0	0	0	0	缺音频	
src-894e2dbab101f27a	20260915新增	143	把照片像素设置为24M	0	0	0	0	0	缺音频	
src-13b2a95dcd26c0b6	20260915新增	144	把照片像素设置为32M	0	0	0	0	0	缺音频	
src-1b2c25eb099b5897	20260915新增	145	把照片像素设置为64M	0	0	0	0	0	缺音频	
src-2d80b593bac267c9	20260915新增	146	照片像素支持哪些	0	0	0	0	0	缺音频	
src-f618adcc21c9128e	20260915新增	147	当前照片像素是多少	0	0	0	0	0	缺音频	
src-c824fce9a24a09a4	20260915新增	150	把录像设置为4K 25帧 H.265 分段10分钟 照片64M	0	0	0	0	0	缺音频	
src-2cca6fb262e0d39b	20260915新增	155	打开预录	0	0	0	0	0	缺音频	
src-6e57125c26889038	20260915新增	156	开启预录	0	0	0	0	0	缺音频	
src-0440c94f17d673ee	20260915新增	157	关闭预录	0	0	0	0	0	缺音频	
src-badf4a86ebd2408f	20260915新增	158	打开预录并设置为5秒	0	0	0	0	0	缺音频	
src-9a68f40379e56577	20260915新增	159	打开预录并设置为10秒	0	0	0	0	0	缺音频	
src-80137f3e1cb91ef6	20260915新增	160	打开预录并设置为15秒	0	0	0	0	0	缺音频	
src-d2894464569ff432	20260915新增	161	打开预录并设置为30秒	0	0	0	0	0	缺音频	
src-627256a1eb75f168	20260915新增	162	打开预录并设置为60秒	0	0	0	0	0	缺音频	
src-cbe02ea12d89638a	20260915新增	163	打开预录并设置为2分钟	0	0	0	0	0	缺音频	
src-1e9dcd9550baac23	20260915新增	164	把预录时长设置为5秒	0	0	0	0	0	缺音频	
src-96cddcb74e5acbc8	20260915新增	165	把预录时长设置为10秒	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-0ff6e0c07d96173d	20260915新增	166	把预录时长设置为15秒	0	0	0	0	0	缺音频	
src-c0d063e57da7b9e4	20260915新增	167	把预录时长设置为30秒	0	0	0	0	0	缺音频	
src-68c80048d3e1b12f	20260915新增	168	把预录时长设置为60秒	0	0	0	0	0	缺音频	
src-25379f292b6c2ccd	20260915新增	169	把预录时长设置为120秒	0	0	0	0	0	缺音频	
src-31f551572c236021	20260915新增	170	预录时长支持哪些	0	0	0	0	0	缺音频	
src-3f40b293ac750617	20260915新增	171	当前预录时长是多少	0	0	0	0	0	缺音频	
src-c1786951b29d3292	20260915新增	172	预录是否开启	0	0	0	0	0	缺音频	
src-b843a544faff4816	20260915新增	175	打开延录	0	0	0	0	0	缺音频	
src-86ef3a865a2ada35	20260915新增	176	开启延录	0	0	0	0	0	缺音频	
src-3b8540c1b02fd645	20260915新增	177	关闭延录	0	0	0	0	0	缺音频	
src-4d82aeb56989a948	20260915新增	178	打开延录并设置为60秒	0	0	0	0	0	缺音频	
src-1e1586375bf23f4e	20260915新增	179	打开延录并设置为5分钟	0	0	0	0	0	缺音频	
src-40ef5a6cd8a15e5e	20260915新增	180	把延录时长设置为30秒	0	0	0	0	0	缺音频	
src-5fe086816b46fa4a	20260915新增	181	把延录时长设置为60秒	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-dd6262250b4ff60b	20260915新增	182	把延录时长设置为120秒	0	0	0	0	0	缺音频	
src-5ba445ceb86872e7	20260915新增	183	把延录时长设置为300秒	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-259df304400ca40d	20260915新增	184	记录仪延录时长是多少	0	0	0	0	0	缺音频	
src-08d98cb9abe65932	20260915新增	185	延录时长范围是多少	0	0	0	0	0	缺音频	
src-6aae0a7df65318d3	20260915新增	186	当前延录时长是多少	0	0	0	0	0	缺音频	
src-9be6e804f51ff1ee	20260915新增	187	延录是否开启	0	0	0	0	0	缺音频	
src-b0d63700781e3824	20260915新增	192	把AI识别距离设置为近距离	0	0	0	0	0	缺音频	
src-af02309d777d0c0f	20260915新增	193	把AI识别距离设置为远距离	0	0	0	0	0	缺音频	
src-dd60297a227b3a61	20260915新增	194	把AI识别距离设置为自动	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-aaf8440c4e96142f	20260915新增	195	AI识别距离有哪些模式	0	0	0	0	0	缺音频	
src-27dc537040357b7a	20260915新增	199	发起紧急业务	0	0	0	0	0	缺音频	
src-0fb0808645945beb	20260915新增	200	触发SOS	0	0	0	0	0	缺音频	
src-af3cd8bf9c901bcb	20260915新增	201	SOS	0	0	0	0	0	缺音频	
src-d3310ae8de374459	20260915新增	202	帮我发起SOS	0	0	0	0	0	缺音频	
src-4df395f9691ba123	20260915新增	207	开始标记	0	0	0	0	0	缺音频	
src-db84cca654832980	20260915新增	208	标记当前录制	0	0	0	0	0	缺音频	
src-dc0533f00b082ef2	20260915新增	209	给当前文件加标记	0	0	0	0	0	缺音频	
src-65455eee3a7a6406	20260915新增	210	取消标记	0	0	0	0	0	缺音频	
src-8984f7937a99adc6	20260915新增	211	取消当前标记	0	0	0	0	0	缺音频	
src-439dc192a318d201	20260915新增	212	去掉标记	0	0	0	0	0	缺音频	
src-2ade7e2d6312d2f5	20260915新增	217	打点：车牌川A123456	0	0	0	0	0	缺音频	
src-19023c071d4efd59	20260915新增	218	打点：持刀嫌疑人，男，约30岁	0	0	0	0	0	缺音频	
src-cc33ea3a04d9e5d4	20260915新增	219	给当前视频打个点	0	0	0	0	0	缺音频	
src-21260b7afe0f5f2f	20260915新增	224	查询镜头模式	0	0	0	0	0	缺音频	
src-38996d7b04b37e2a	20260915新增	225	查询录像分辨率	0	0	0	0	0	缺音频	
src-a6bb8091118be164	20260915新增	226	查询视频帧率	0	0	0	0	0	缺音频	
src-d18b2dc0a3cca4ae	20260915新增	227	查询编码格式	0	0	0	0	0	缺音频	
src-9e5d41a6fb92d6f0	20260915新增	228	查询分段时长	0	0	0	0	0	缺音频	
src-019504298660bb80	20260915新增	229	查询拍照像素大小	0	0	0	0	0	缺音频	
src-544f9f2070ff444c	20260915新增	230	查询屏幕休眠时间	0	0	0	0	0	缺音频	
src-4f3b420e5d47af64	20260915新增	231	查询预录时长	0	0	0	0	0	缺音频	
src-841e43cc83251527	20260915新增	232	查询延录时长	0	0	0	0	0	缺音频	
src-3803e2905deaeac0	20260915新增	233	查询记录仪所有可配置项	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-4cddbff9cdbfc452	20260915新增	234	把记录仪的镜头模式、分辨率、帧率、延录时长都告诉我	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-a21bf2e901d945b6	20260915新增	241	把记录仪通话音量调到最大	0	0	0	0	0	缺音频	
src-96e955d6d0848e45	20260915新增	242	把记录仪通话音量调到最小	0	0	0	0	0	缺音频	
src-780f81482480fa5a	20260915新增	243	把记录仪通话音量调到静音	0	0	0	0	0	缺音频	
src-e4c7bae5b0bffdb6	20260915新增	244	把记录仪通话音量调大	0	0	0	0	0	缺音频	
src-107edb559c3077c7	20260915新增	245	把记录仪通话音量调小	0	0	0	0	0	缺音频	
src-2022aa9a0f3070a9	20260915新增	246	把记录仪媒体音量调到最大	0	0	0	0	0	缺音频	
src-10cd34d445193fa4	20260915新增	247	把记录仪媒体音量调到最小	0	0	0	0	0	缺音频	
src-ba7f7b2f9bba567a	20260915新增	248	把记录仪媒体音量调到静音	0	0	0	0	0	缺音频	
src-2c6e50dffe13813c	20260915新增	249	把记录仪媒体音量调大	0	0	0	0	0	缺音频	
src-52198cbcf90ad43f	20260915新增	250	把记录仪媒体音量调小	0	0	0	0	0	缺音频	
src-55f7cdbb3bf1b700	20260915新增	251	把记录仪铃声音量调到最大	0	0	0	0	0	缺音频	
src-cc4427e811f0dac2	20260915新增	252	把记录仪铃声音量调到最小	0	0	0	0	0	缺音频	
src-7a1832a749d543fd	20260915新增	253	把记录仪闹钟音量调到最大	0	0	0	0	0	缺音频	
src-8128959a7a569196	20260915新增	254	把记录仪闹钟音量调到最小	0	0	0	0	0	缺音频	
src-23af1948357034d8	20260915新增	255	把记录仪通知音量调到最大	0	0	0	0	0	缺音频	
src-59ba065024689638	20260915新增	256	把记录仪通知音量调到最小	0	0	0	0	0	缺音频	
src-fa54598e4a4621da	20260915新增	257	记录仪音量调到最大	0	0	0	0	0	缺音频	
src-6c70b32422778ad1	20260915新增	258	记录仪音量调到最小	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-c7852a479b48c108	20260915新增	259	记录仪音量静音	0	0	0	0	0	缺音频	
src-fde3358aa96d468b	20260915新增	263	把记录仪亮度调到0档	0	0	0	0	0	缺音频	
src-fe9fba0378f0197f	20260915新增	264	把记录仪亮度调到1档	0	0	0	0	0	缺音频	
src-e35bee06553a0395	20260915新增	265	把记录仪亮度调到2档	0	0	0	0	0	缺音频	
src-cb860addb897772e	20260915新增	266	把记录仪亮度调到3档	0	0	0	0	0	缺音频	
src-d0c8b59b6f41a4ca	20260915新增	267	把记录仪亮度调到4档	0	0	0	0	0	缺音频	
src-6e09514c717c4e43	20260915新增	268	把记录仪亮度调到5档	0	0	0	0	0	缺音频	
src-536551b09ec50365	20260915新增	269	把记录仪亮度调到6档	0	0	0	0	0	缺音频	
src-748767f3aa265347	20260915新增	270	把记录仪亮度调到7档	0	0	0	0	0	缺音频	
src-5cfa9b863d0484fb	20260915新增	271	把记录仪亮度调到8档	0	0	0	0	0	缺音频	
src-2bbdb0a51b5149c3	20260915新增	272	把记录仪亮度调到9档	0	0	0	0	0	缺音频	
src-12e34da181aa0b1a	20260915新增	273	把记录仪亮度调到10档	0	0	0	0	0	缺音频	
src-efd9b8e5088c510e	20260915新增	274	把记录仪亮度调到最亮	0	0	0	0	0	缺音频	
src-f4b25387ab0f2fa7	20260915新增	275	把记录仪亮度调到最暗	0	10	0	0	10	仅改写覆盖	police_v6_8h
src-05ed87be6172b942	20260915新增	276	记录仪亮度调高	0	0	0	0	0	缺音频	
src-8bb040cf0fda0db6	20260915新增	277	记录仪亮度调低	0	0	0	0	0	缺音频	
src-2509a2440b3d64cb	20260915新增	280	把记录仪关机	0	0	0	0	0	缺音频	
src-5da4b198499912f7	20260915新增	281	关闭记录仪	0	0	0	0	0	缺音频	
src-b552d2f7e68ebbca	20260915新增	282	记录仪关机	0	0	0	0	0	缺音频	
src-942c71e1c9cf31d1	20260915新增	286	把记录仪休眠时间设置为15秒	0	0	0	0	0	缺音频	
src-419cb060632233b3	20260915新增	287	把记录仪休眠时间设置为30秒	0	0	0	0	0	缺音频	
src-5ae73f0de0781884	20260915新增	288	把记录仪休眠时间设置为60秒	0	0	0	0	0	缺音频	
src-d306df1a3bdf9bf7	20260915新增	289	把记录仪休眠时间设置为2分钟	0	0	0	0	0	缺音频	
src-074cc1178533cf46	20260915新增	290	把记录仪休眠时间设置为5分钟	0	0	0	0	0	缺音频	
src-fa155df16e5133c2	20260915新增	291	把记录仪休眠时间设置为10分钟	0	0	0	0	0	缺音频	
src-95fbb90c54ec3c83	20260915新增	292	把记录仪设置为永不休眠	0	0	0	0	0	缺音频	
src-5053a67cbc654f71	20260915新增	293	把记录仪设置为屏幕常亮	0	0	0	0	0	缺音频	
src-370f39715fa9b664	20260915新增	294	当前屏幕休眠时间是多少	0	0	0	0	0	缺音频	
src-0ad813041781cfcd	20260731新增	298	签警单	5	5	0	5	0	已覆盖	targeted_police_terms_multivoice_20260807_10
src-28712c02e5c4979a	20260731新增	299	签警情	5	5	0	5	0	已覆盖	targeted_police_terms_multivoice_20260807_10
src-1d77039b947f5a64	20260727新增	301	帮我打开设置	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-eb27457081e3fadf	20260727新增	302	启动设置APP	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-6b67e4e3176c3b06	20260727新增	303	打开通讯录	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-218f3c359251a3b5	20260727新增	304	打开警信	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b07f4e8ea19935b2	20260727新增	305	帮我打开应用市场	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-826d8fed1cf3c3fd	20260727新增	306	启动录音机	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-3e8d54e62fbd1dbc	20260727新增	307	启动计算器	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-d861354a678d5e5c	20260727新增	308	帮我打开计算器	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-8a3352888656ab22	20260727新增	309	启动我的消息	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b9bb45ea9d4bc7f1	20260727新增	310	启动短信	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-25303f0e9110a63e	20260727新增	311	启动打电话	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-3e01fec31f102ce0	20260727新增	312	打开统一认证	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-76773900c5e897b4	20260727新增	313	启动相机	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-4e2e74635d42923d	20260727新增	314	帮我打开时钟	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-a278051b8e9e757d	20260727新增	315	帮我启动文件管理	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-0dfbd4fd88d5ad74	20260727新增	316	屏幕上显示的是什么内容	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-2f0cf856dcfad78e	20260727新增	317	识别屏幕里的信息	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-a5f3f3025033e109	20260727新增	318	帮我识别屏幕的内容	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-98db1f2101875723	20260727新增	319	屏幕中的内容是什么	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b04f8b0d02430e4f	20260727新增	320	看一下屏幕显示的内容	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b4f1975a87e9b455	20260727新增	321	帮我打开警信	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-65ca71a0fb5d5031	20260727新增	322	打开帮写功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-6893e5fbddcedfd5	20260727新增	323	打开帮写	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-11ba254e1196d9a8	20260727新增	324	启动帮写	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-5faa11a7dbfe49a7	20260727新增	325	启动帮写功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b3e31fd2f7020f8f	20260727新增	326	打开帮填功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-47b377e8d9ceca5c	20260727新增	327	打开帮填	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-eb34cad23916298a	20260727新增	328	启动帮填	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-d4a48491a5d02475	20260727新增	329	启动帮填功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-d63c22203241dbb2	20260727新增	330	打开翻译功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-1c8801988f991368	20260727新增	331	打开翻译	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-095bdca202161e37	20260727新增	332	启动翻译	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-8ceb13c587ad990f	20260727新增	333	启动翻译功能	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-a57d06c088fc8b39	20260727新增	334	连接协同设备	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-f50a566048842a79	20260727新增	335	开始协同连接	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-84d5958d96b5a63e	20260727新增	336	协同连接	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-02e9a8d8c76083e4	20260727新增	337	帮我拍张照	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-130e1cdb50a1a3f1	20260727新增	338	拍个照片	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-17233b11bd8f2f05	20260727新增	339	开始拍照	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-53a8076a906a30f5	20260727新增	341	启动录音	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-049ae87f0b0ed3d4	20260727新增	342	帮我开始录音	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b370f38f20ea959e	20260727新增	344	启动录像	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-5d4e1d875af4e9d0	20260727新增	345	帮我开始录像	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b6e93987c9464bd0	20260727新增	346	帮我创建一个下午三点的会议，主题为群访群治工作会议	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-897d9226d29f9578	20260727新增	347	创建一个下午的会议	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-c8ad8a80382a8627	20260727新增	348	创建主题为报警的工作会议，下午三点开始	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-64520de697f36b0a	20260727新增	349	帮我创建一个明天上午的会议	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b0ca461b7fcbb61b	20260727新增	350	我有哪些待办公文	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-9c8488be5a8f7fa8	20260727新增	351	查一下待办公文	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-929ae0cf0b515662	20260727新增	352	帮我查一下有哪些待办公文	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-341578a6dce9c83d	20260727新增	353	看下我有哪些公文需要处理	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-c2be671e2f9e9530	20260727新增	354	看下我有哪些事情需要处理	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-a5489a12ad49e3b0	20260727新增	355	现在事情不多，看看还有什么事情	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-b8c89ba579b3bb26	20260727新增	356	打开警信发消息给刘队长，内容为：今天几点集合？	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-d30028a9d89c7e6d	20260727新增	357	语音呼叫张三	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-83f550b9c1da40ba	20260727新增	358	用WeCom向张伟发起呼叫	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-586e6a50797cf35c	20260727新增	359	呼叫情指中心	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-f2aea79a41917a42	20260727新增	360	我已到岗，帮我打卡	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-7771d2fbba85995a	20260727新增	361	帮我打个卡	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
src-bb91ed4ddf7e1fd6	20260727新增	362	导航去幸福小区	1	1	1	0	0	已覆盖	current_police_terms_20260727_190
